Empresa,Relato,Avaliacao
Banco do Brasil,venho apresentar a seguinte reclamação relativa ao descumprimento pelo banco do brasil da resolução bacen 91384 1 no dia 22112023 compareci à agência 1458 do banco do brasil solicitando o meu extrato do pasep referente ao período de 1976 a 2002. no mesmo dia recebi o extrato referente ao período de 1999 a 2002 tendo sido informado que os documentos anteriores a 1999 eram microfilmados e que eu deveria retornar no prazo de 60 dias para recebêlos. minha solicitação recebeu o número 22537250. 2 no dia 23012024 decorrido o prazo de 60 dias retornei à agência para receber os extratos e me foi informado que ainda não haviam sido prontificados e que eu deveria esperar mais 60 dias para recebêlos. 3 no dia 250320024 ou seja quatro meses após a minha solicitação inicial retornei novamente à agência para receber as imagens dos microfilmes. para minha surpresa me foi entregue a reprodução de apenas uma microficha referente ao ano de 1981. indaguei a funcionária do banco sobre a falta das microfichas dos demais anos porém ela me disse que aquela foi a única fornecida a partir de minha solicitação. 4 considerei que estava havendo omissão do banco na prestação de uma informação que eu tinha direito de possuir uma vez que de acordo com a resolução bacen 91384 é obrigatório que o banco mantenha dois microfilmes  permanecendo um no arquivo comum e outro no arquivo de segurança. logo se o banco não conseguiu acessar minha informações do pasep no arquivo comum deveria ter ido buscálas na cópia de seguramça. então retornei à agência no dia 07052024 e entreguei ao gerente uma petição requerendo que me fossem encaminhadas minhas informaçoes do pasep uma vez que o banco é obrigado a mantêlas e disponibilizálas quando solicitado. o gerente recebeu minha petição me informou que eu deveria retornar 120 dias depois a partir do dia 03092024 para receber as informações ou seja mais de dez meses depois da minha primeira solicitação. 5 retornei à agência do banco do brasil no dia 04092024 e novamente me foi entregue apenas a mesma imagem da microficha referente ao ano de 1981 que me havia sido entregue no dia 25032024. o funcionário da agência que me atendeu não conseguiu informar o motivo do não fornecimento de minha informações uma vez que o período de minha inscrição no pasep iniciou no ano de 1976 e permaneceu até o ano de 2002 pelo menos como consta do extrato que recebi referente ao período a partir de 1999.,5
Banco Bradesco,fiz o parcelamento recente de uma dívida de crédito pessoal em que faltavam as últimas 4 parcelas do financiamento de aproximadamento r 1.00000 cada e não consegui mais realizar o pagamento principalmente devido altos juros e multas incluídos ao financiamento. hoje o banco cobra o valor de r 19.42284 e acabei fazendo um parcelamento para pagar fazendo o pagamento da entrada de r 80000 no dia 15102024 porém meu nome continua constanto como inadimplente no registrato e mesmo solicitando para agencia para retirar as taxas de cesta de serviço já que não tenho nenhuma movimentação na conta do bradesco continua caindo mensalmente débitos.,1
Banco Itaú Unibanco,prezados conforme resolução nº 4.790 de 26 de março de 2020 capítulo iv solicito que seja definitivamente cancelada toda e qualquer autorização de desconto automático em conta de qualquer natureza salário corrente ou poupança. capítulo iv do cancelamento da autorização de débitos art. 6º é assegurado ao titular da conta o direito de cancelar a autorização de débitos. parágrafo único. o cancelamento da autorização de débitos em conta pode ser formalizado na instituição depositária ou por meio da instituição destinatária. para evitar maiores transtornos de conflito entre resoluções reforço que antes da vigência da resolução 47902020 tínhamos em plenos efeitos a resolução 36952009 que inclusive serviu como base para a resolução do ano de 2020 resolução bacen nº 3.695 de 26032009 art. 3º é vedada às instituições financeiras a realização de débitos em contas de depósitos sem prévia autorização do cliente.  1º a autorização referida no caput deve ser fornecida por escrito ou por meio eletrônico com estipulação de prazo de validade que poderá ser indeterminado admitida a sua previsão no próprio instrumento contratual de abertura da conta de depósitos.  2º o cancelamento da autorização referida no caput deve surtir efeito a partir da data definida pelo cliente ou na sua falta a partir da data do recebimento pela instituição financeira do pedido pertinente dessa forma desde 2009 temos resoluções do banco central do brasil que autorizam o cancelamento de débito automático em conta. portanto reforço que antes de qualquer negativa os senhores avaliem e remetam esse pedido às áreas superiores do banco e aqui reforço meu pedido solicito o cancelamento de todos os débitos automáticos realizados em minha conta corrente salário ou poupança referente a contratos firmados após o ano de 2009. solicito também por meio deste requerimento que todos os meus contratos de característica de crédito direto ao consumidor sem consignação em folha de pagamento tenham suas autorizações de débito em conta canceladas e que a partir da próxima parcela eu tenha o direito de pagar as referidas parcelas via boleto bancário ou diretamente na boca do caixa de qualquer agência da instituição.,5
Nubank,fiz um acordo para pagar a dívida em atraso porém o meu nome ainda está no registrato.,1
Banco Bradesco,boa tarde. venho através deste solicitar a 2via do meu contrato nº 1730631,5
C6 Bank,venho solicitar o ded  demonstrativo de evolução da dívia. no valor de r5118  contrato  emd900360427. e também solicito o ded  demonstrativo de evolução da dívia do cartão cartão c6 bank cartão de credito 5114 7700 0960 8803. obs cartão de crédito com limite via garantia de cdb aplicação financeira. nunca tive um limite disponibilizado pelo c6 e sim um limite onde o valor do limite era de 80 do valor do da minha aplicação financeira garantia real em cdb. o cartão foi liquidado com a baixa da aplicação. mesmo assim eles continuram me cobrando valores indevidos. favor me explicar pois nunca conseguiram explicar. e enviar ded  demonstrativo de evolução da dívia do cartão cartão c6 bank e ded  demonstrativo de evolução da dívia. no valor de r5118  contrato  emd900360427  está negativado.,1
C6 Bank,prezados boa tarde solicito o envio de todos os contratos existentes consignados empréstimos contratos abertura de conta ou qualquer outro junto à instituição financeira e seus respectivos extratos e evolução da dívida que estejam vinculados ao meu cpf. obrigada,5
Banco do Brasil,o sr. carlos danilo dos reis dias teve seu nome inserido na coluna de débito vencido no sistema de informações de crédito scr por uma dívida relativa aos bancos anexo  banco do brasil s.a. apesar de ter inadimplido o contrato estando por isso em mora no pagamento das prestações isso se deveu ao fato de ter sofrido crise financeira que a impossibilitou de honrar com suas dívidas. ocorre que o sr. carlos danilo dos reis dias não recebeu qualquer tipo de notificação prévia da parte ré no sentido de que seu nome e débito passariam a constar do sistema de informações de crédito scr como de uma pessoa devedora. a ausência de notificação mesmo na existência débito torna ilícita a negativação gerada no scr principalmente porque a parte autora sentiuse muito constrangida e abalada emocionalmente quando ao tentar efetivar uma compra no estabelecimento automobilistico não poder efetivar a compra por constar esta restrição no bacen. como é indevida essa anotação tentouse junto à parte ré a exclusão da negativação e a reparação do prejuízo extrapatrimonial decorrente desse ato ilícito porém não houve possibilidade de solução extrajudicial pela intransigência da demandada. diante disso deve ser reputada ilícita a anotação de prejuízo aqui questionada com a consequente determinação para que esse apontamento seja excluído do scr. ainda deve ser reconhecido o dever de a parte demandada reparar o prejuízo moral sofrido pela parte demandante decorrente da negativação indevida de seu nome. iii  do direito da restrição de crédito do scr e a inclusão indevida de informação como prejuízo o sistema de informações de créditos  scr instituído pela resolução cmn nº 3.65808 e atualmente regulamentado pela resolução cmn nº 4.57117 tem como uma de suas finalidades propiciar o intercâmbio de informações entre instituições financeiras conforme definido no  1º do art. 1º da lei complementar nº 10501 sobre o montante de responsabilidades de clientes em operações de crédito. art. 2º ii. a troca de informações entre instituições financeiras pode ocorrer durante o prazo de vinte e quatro meses de acordo com posição do banco central do brasil ...2  no caso das operações em atraso até quando elas aparecem no scr quando uma operação completa 60 meses em atraso o banco realiza um registro no sistema de forma que ela deixa de aparecer para todos os meses sob consulta. porém ela continua aparecendo nos sistemas internos do banco onde consta a dívida. já as outras instituições que não são credoras dessa operação somente podem consultar as informações consolidadas dos últimos 24 meses. disponível em httpswww.bcb.gov.bracessoinformacaoperguntasfrequentesrespostasfaq_scr. e por esta razão solicitamos a imediata exclusão da notificação registrato do banco central como em prejuízo.,1
Nubank,preciso que o banco nu retire imediatamente meu nome da restrição do banco central.,5
Nubank,conforme decisão do stj dívidas com mais de 5 anos não podem ser mais cobradas. solicito que deem baixa das dívidas que aparecem no meu nome lá no site do serasa,4
Banco Inter (Banco Intermedium),desde o dia 25 de setembro de 2024 estou tentando realizar o parcelamento da fatura do meu cartão de crédito conforme indicado no aplicativo do banco inter. no entanto após diversas tentativas a negociação não foi concluída. tentei resolver o problema de várias maneiras pelo aplicativo pelo computador e por meio de contato telefônico mas sem sucesso. no dia 22 de outubro de 2024 entrei em contato com o atendimento telefônico do banco às 1532 protocolo xxx.xxx.xxxxx008 atendente luana porém a atendente não soube fornecer informações essenciais para a conclusão da negociaçãoparcelamento do débito. ela também encontrou dificuldades para explicar as taxas e impostos aplicáveis. solicitei falar com um supervisor ou gerente mas fui informado que isso seria impossível. a atendente tentou novamente explicar o valor final da dívida parcelada mas após pedir que eu aguardasse em linha a ligação foi transferida e caiu sem aviso. novamente entrei em contato por telefone às 1551 no mesmo dia solicitando ser atendido pela advisorgerente vitória conforme consta no meu aplicativo. fui inicialmente atendido por kézia que me informou que o protocolo seria enviado por email o que não ocorreu. além disso fui informado que a advisor vitória estava em reunião e não poderia me atender. foi feito um agendamento com a promessa de que a própria vitória entraria em contato o que ainda não aconteceu. estou enfrentando grandes dificuldades para resolver a questão mesmo demonstrando interesse em negociar e regularizar o débito. solicito portanto o auxílio desta plataforma para que o banco resolva a situação sem a aplicação de juros pelo período visto que a mora foi causada exclusivamente por falhas no atendimento do banco. é injusto que esses encargos sejam cobrados de mim cliente já que a impossibilidade de negociação é responsabilidade da instituição.,1
